condition_index,condition_id,seed,delta,v_index,v,true_boundary_u,true_normal_u,true_normal_v,sign_transitions
36,delta+0.30_seed004,4,0.3,2,-0.2,0.5871302470186492,0.978238104974249,0.2074854452157795,1
36,delta+0.30_seed004,4,0.3,3,-0.15,0.5767550277669216,0.9810674396636432,0.1936664112122275,1
36,delta+0.30_seed004,4,0.3,4,-0.1,0.5673898700188147,0.9865346816598652,0.1635521992584271,1
36,delta+0.30_seed004,4,0.3,5,-0.05,0.5601765736792004,0.9949008859505992,0.1008574594896799,1
36,delta+0.30_seed004,4,0.3,6,0.0,0.5572524321178207,0.9999986022801534,-0.0016719562613776,1
36,delta+0.30_seed004,4,0.3,7,0.0499999999999999,0.5603437695390312,0.9937123859545836,-0.1119629135046448,1
36,delta+0.30_seed004,4,0.3,8,0.0999999999999999,0.5685195668629603,0.9818024253997804,-0.189905232890273,1
36,delta+0.30_seed004,4,0.3,9,0.1499999999999999,0.5796862795978086,0.97289239791498,-0.2312582584022459,1
36,delta+0.30_seed004,4,0.3,10,0.1999999999999999,0.592289745240123,0.9686349275983104,-0.2484881828912917,1
36,delta+0.30_seed004,4,0.3,11,0.2499999999999999,0.605339719899348,0.968363057200413,-0.2495455658781966,1
36,delta+0.30_seed004,4,0.3,12,0.3,0.6180595806363272,0.969131508267885,-0.2465443564197213,1
37,delta+0.30_seed005,5,0.3,0,-0.3,0.61734656583576,0.965660125677284,0.2598086251011152,1
37,delta+0.30_seed005,5,0.3,1,-0.25,0.603894181389478,0.966592475061014,0.2563181366103912,1
37,delta+0.30_seed005,5,0.3,2,-0.2,0.5908288612990873,0.9695945377069608,0.2447170456850634,1
37,delta+0.30_seed005,5,0.3,3,-0.15,0.5786550699704094,0.9751030610768532,0.2217521595803536,1
37,delta+0.30_seed005,5,0.3,4,-0.1,0.568087453910266,0.9835787856971616,0.1804792850343129,1
37,delta+0.30_seed005,5,0.3,5,-0.05,0.5603058245760622,0.9941812979746903,0.1077197602919726,1
37,delta+0.30_seed005,5,0.3,6,0.0,0.5572524321178207,0.9999982712920282,-0.00185941199174,1
37,delta+0.30_seed005,5,0.3,7,0.0499999999999999,0.5604917660966748,0.9927592678866975,-0.1201209225117262,1
37,delta+0.30_seed005,5,0.3,8,0.0999999999999999,0.5693521350767696,0.9776642570811876,-0.2101727870726589,1
37,delta+0.30_seed005,5,0.3,9,0.1499999999999999,0.5819892060972052,0.9642307425987664,-0.2650642847073727,1
37,delta+0.30_seed005,5,0.3,10,0.1999999999999999,0.596841850245255,0.9554280080663048,-0.2952241883763133,1
37,delta+0.30_seed005,5,0.3,11,0.2499999999999999,0.6128888851817464,0.9506302075252214,-0.310325971424492,1
37,delta+0.30_seed005,5,0.3,12,0.3,0.629486086560064,0.9490781237421848,-0.3150408148700962,1
38,delta+0.30_seed006,6,0.3,0,-0.3,0.6284752345673041,0.9528690403032772,0.3033819243651668,1
38,delta+0.30_seed006,6,0.3,1,-0.25,0.6125558421044843,0.9535404899538568,0.301264890119242,1
38,delta+0.30_seed006,6,0.3,2,-0.2,0.596880887678708,0.956882054901122,0.290476734022204,1
38,delta+0.30_seed006,6,0.3,3,-0.15,0.5821992550481809,0.964640608553999,0.263568769638154,1
38,delta+0.30_seed006,6,0.3,4,-0.1,0.5695578860031674,0.9774144487167836,0.2113314823675494,1
38,delta+0.30_seed006,6,0.3,5,-0.05,0.5605777737364406,0.9925137042273088,0.1221333161794364,1
38,delta+0.30_seed006,6,0.3,6,0.0,0.5572524321178207,0.9999998552824038,0.0005379917951326,1
38,delta+0.30_seed006,6,0.3,7,0.0499999999999999,0.5605239745491417,0.9929601726280932,-0.1184487044014721,1
38,delta+0.30_seed006,6,0.3,8,0.0999999999999999,0.5691812795848818,0.9794972794575776,-0.2014573888821261,1
38,delta+0.30_seed006,6,0.3,9,0.1499999999999999,0.5810914016474271,0.969198443238514,-0.2462810947353473,1
38,delta+0.30_seed006,6,0.3,10,0.1999999999999999,0.5945920813101111,0.9639037941194184,-0.2662507759278638,1
38,delta+0.30_seed006,6,0.3,11,0.2499999999999999,0.6087135333946208,0.9621681149813714,-0.2724564525079088,1
38,delta+0.30_seed006,6,0.3,12,0.3,0.6229090093256673,0.9619812140826628,-0.2731156234125869,1
39,delta+0.30_seed007,7,0.3,0,-0.3,0.6245890898426296,0.9537332895753128,0.3006539744554408,1
39,delta+0.30_seed007,7,0.3,1,-0.25,0.6088271374319447,0.9555906979273564,0.2946971632620639,1
39,delta+0.30_seed007,7,0.3,2,-0.2,0.5937498232087819,0.9607635845998986,0.277368589618135,1
39,delta+0.30_seed007,7,0.3,3,-0.15,0.5799575389100937,0.9691753901640962,0.2463717985084165,1
39,delta+0.30_seed007,7,0.3,4,-0.1,0.5683290581946494,0.9810703622415424,0.1936516055478199,1
39,delta+0.30_seed007,7,0.3,5,-0.05,0.5602187298500212,0.9939212963570796,0.1100929454954411,1
39,delta+0.30_seed007,7,0.3,6,0.0,0.5572524321178207,0.9999998439913452,0.0005585850741999,1
39,delta+0.30_seed007,7,0.3,7,0.0499999999999999,0.5601628713338869,0.9943407724075964,-0.1062376031726264,1
39,delta+0.30_seed007,7,0.3,8,0.0999999999999999,0.5679366568947444,0.9829975598433472,-0.1836186192683773,1
39,delta+0.30_seed007,7,0.3,9,0.1499999999999999,0.5788423296326073,0.9732323238880782,-0.2298235056285818,1
39,delta+0.30_seed007,7,0.3,10,0.1999999999999999,0.5915511115308618,0.9669136000661924,-0.2551040768138278,1
39,delta+0.30_seed007,7,0.3,11,0.2499999999999999,0.605225666964543,0.9637287222033146,-0.2668837762029876,1
39,delta+0.30_seed007,7,0.3,12,0.3,0.6192439435544657,0.9628725799914328,-0.2699562829434455,1
