rho,method,alpha,median_first_ipr,p10_first_ipr,p90_first_ipr,correct_rate
0.4,sparsemax,3.75,4.54583645187487,3.1380699423419847,5.781818313475129,
0.4,sparsemax,4.0,4.367184035476718,2.9823732018639837,5.681505515898768,0.375
0.4,sparsemax,4.5,4.071234699220511,2.6945190652211526,5.393750207912607,
0.4,sparsemax,5.0,3.8435890164497835,2.432332904027124,5.042908314528255,
0.4,sparsemax,5.5,3.653300695099753,2.228598608350871,4.7888180767501805,
0.4,sparsemax,6.0,3.447788653698673,2.1007579426437553,4.584763574809884,0.375
0.4,sparsemax,6.5,3.2400677494250463,1.9777664971665303,4.3331757321106945,
0.4,sparsemax,7.0,3.056554714501561,1.8604093063322604,4.069142893574031,
0.4,sparsemax,7.5,2.9180284073200053,1.7893554190292802,3.8408031850081943,
0.4,sparsemax,8.0,2.8131868131868134,1.7049747656813266,3.804038630377524,0.375
0.4,sparsemax,8.5,2.709554719477405,1.6336573783452626,3.7801899237146994,
0.4,sparsemax,9.0,2.6076714945089927,1.5652764407083675,3.755225874135354,
0.4,sparsemax,9.5,2.5292074471220847,1.4999064582785346,3.7291972031647,
0.4,sparsemax,10.0,2.460316910754885,1.4375599688193827,3.701680937802711,
0.4,sparsemax,10.5,2.3621043077186554,1.3782025043280373,3.625428380216585,
0.4,sparsemax,11.0,2.2585165659894724,1.3217650195287665,3.565244699866507,
0.4,sparsemax,11.5,2.159496700641066,1.2681539875467491,3.512779632596026,
0.4,sparsemax,12.0,2.065013143169456,1.217259437967065,3.460030122642186,0.375
0.4,sparsemax,13.0,1.9207502930832356,1.137528930033826,3.3541421212099984,
0.4,sparsemax,14.0,1.9086672879776327,1.1193856655290104,3.248409548461317,
0.4,sparsemax,15.0,1.8958574404073132,1.1015030223819637,3.14351256881851,
0.4,sparsemax,16.0,1.8823529411764706,1.084,3.0399999999999996,
0.4,sparsemax,17.0,1.8681870011402508,1.0669702852023295,2.972404913049812,
0.4,sparsemax,18.0,1.8533936651583711,1.0504848830576154,2.9040687346440417,
0.4,sparsemax,19.0,1.8380076284496298,1.0345949625595643,2.8353112650664696,
0.4,sparsemax,20.0,1.8220640569395017,1.0193347193347193,2.766424322538004,
0.4,sparsemax,21.0,1.8055984130482698,1.0047241165530068,2.697671474624868,
0.4,sparsemax,22.0,1.788646288209607,1.0,2.629288345255006,
0.4,sparsemax,23.0,1.7712432432432432,1.0,2.561483388267254,
0.4,sparsemax,24.0,1.7534246575342465,1.0,2.494439024390244,
0.4,sparsemax,26.0,1.7166806370494552,1.0,2.3632402176729723,
0.4,sparsemax,28.0,1.678688524590164,1.0,2.2366881655917203,
0.4,sparsemax,30.0,1.6397117694155323,1.0,2.1154661393467364,
0.4,sparsemax,32.0,1.6,1.0,2.0000000000000004,
0.4,sparsemax,36.0,1.5192878338278932,1.0,2.0,
0.4,sparsemax,40.0,1.4382022471910112,1.0,1.9853658536585366,
0.4,sparsemax,48.0,1.28,1.0,1.8615384615384611,
